MarID,XMeters,YMeters,FishID,XMetFish,YMetFish,TotalArea,WaterArea,AreaMinWat,TotalLic,TotalCrime,CFS1,CFS2,CFS1Neigh,CFS2Neigh
809815,399725.0291,131099.2663,104,399863.7065,131126.928,5239.06346659967,0,5239.06346659967,0,0,4,1,69,6
811150,399777.5847,131168.2435,104,399863.7065,131126.928,5740.52384641923,0,5740.52384641923,0,0,0,0,70,6
811398,399986.6438,131005.8382,104,399863.7065,131126.928,6253.17298229837,0,6253.17298229837,0,2,7,1,84,9
812068,399933.6227,130937.5173,104,399863.7065,131126.928,4982.97145021624,0,4982.97145021624,0,0,5,2,97,14
813886,399803.6941,130985.2088,104,399863.7065,131126.928,11121.8941983925,0,11121.8941983925,0,2,5,3,160,13
901690,400067.52,131111.32,104,399863.7065,131126.928,4874.98303227147,0,4874.98303227147,0,0,0,1,48,15
901691,400013.58,131041.04,104,399863.7065,131126.928,6253.55645747644,0,6253.55645747644,0,0,0,0,52,7
902150,399750.88,131132.4201,104,399863.7065,131126.928,4977.38376540345,0,4977.38376540345,0,0,3,1,32,2
906322,399959.37,130970.9,104,399863.7065,131126.928,5624.00783062337,0,5624.00783062337,0,0,1,2,81,8
906436,399907.96,130904.0701,104,399863.7065,131126.928,7548.91071590964,0,7548.91071590964,0,1,15,6,133,15
907200,399699.22,131066.0801,104,399863.7065,131126.928,4942.23691394112,0,4942.23691394112,0,1,10,0,59,5
907259,399807.16,131201.67,104,399863.7065,131126.928,29100.5098204066,0,29100.5098204066,0,0,15,1,61,9
907499,399645.36,130996.2701,104,399863.7065,131126.928,8128.55098829476,0,8128.55098829476,0,0,0,0,84,7
800260,400524.5536,131212.1646,105,400363.7065,131126.928,1235.98743330702,0,1235.98743330702,0,0,0,0,0,0
801886,400569.7927,130969.9386,105,400363.7065,131126.928,3356.88248080326,0,3356.88248080326,0,0,0,0,0,0
802173,400585.6436,131220.8356,105,400363.7065,131126.928,15656.8652851762,0,15656.8652851762,0,0,0,0,0,0
802401,400133.4286,130948.2555,105,400363.7065,131126.928,12901.7852650635,0,12901.7852650635,0,17,12,2,60,20
802420,400439.1205,131270.3386,105,400363.7065,131126.928,9537.63496766479,0,9537.63496766479,0,0,0,0,0,0
803000,400554.3955,131033.398,105,400363.7065,131126.928,2928.98726296664,0,2928.98726296664,0,0,0,0,0,0
803809,400239.3778,131288.4433,105,400363.7065,131126.928,6894.4000568054,0,6894.4000568054,0,0,0,0,0,0
803931,400394.1178,131079.0929,105,400363.7065,131126.928,3910.18985738629,0,3910.18985738629,0,0,0,0,0,0
803983,400324.9155,130928.7776,105,400363.7065,131126.928,1885.63677978408,0,1885.63677978408,0,0,0,3,2,2
804625,400442.6447,131062.3698,105,400363.7065,131126.928,1051.5210318201,0,1051.5210318201,0,0,0,0,0,0
807300,400276.6092,130895.1864,105,400363.7065,131126.928,5309.63748285559,0,5309.63748285559,0,0,0,0,60,19
808455,400371.1592,131300.8543,105,400363.7065,131126.928,1416.37425993982,0,1416.37425993982,0,0,0,0,0,0
809113,400195.6974,131225.2459,105,400363.7065,131126.928,18122.4371461714,0,18122.4371461714,0,0,0,0,55,14
809468,400444.751,131142.066,105,400363.7065,131126.928,5127.79527343347,0,5127.79527343347,0,0,0,0,0,0
809595,400348.7501,131219.3864,105,400363.7065,131126.928,4174.46980441626,0,4174.46980441626,0,0,0,0,0,0
810743,400394.7313,131315.3814,105,400363.7065,131126.928,790.900350084497,0,790.900350084497,0,0,0,0,0,0
812832,400287.3141,131139.801,105,400363.7065,131126.928,10808.8307886698,0,10808.8307886698,0,8,0,0,24,10
812853,400335.1113,131003.3343,105,400363.7065,131126.928,8612.29780370161,0,8612.29780370161,2,0,0,0,25,13
813280,400346.0059,131109.05,105,400363.7065,131126.928,2012.10669760952,0,2012.10669760952,0,0,0,0,10,0
813491,400479.3693,131212.6886,105,400363.7065,131126.928,2855.24344512447,0,2855.24344512447,0,0,0,0,0,0
813839,400440.8018,130995.8038,105,400363.7065,131126.928,6663.43227366683,0,6663.43227366683,0,0,0,0,3,2
814421,400561.2006,131069.0826,105,400363.7065,131126.928,2620.30187588101,0,2620.30187588101,0,0,0,0,0,0
814904,400183.0946,131022.195,105,400363.7065,131126.928,16825.0702229786,0,16825.0702229786,0,5,10,10,56,4
814987,400513.6101,131141.0182,105,400363.7065,131126.928,6073.33587830555,0,6073.33587830555,0,0,0,0,0,0
815364,400490.0567,130989.2501,105,400363.7065,131126.928,5689.44656499078,0,5689.44656499078,0,0,0,0,3,2
900553,400345.1755,131080.2027,105,400363.7065,131126.928,4628.94280132611,0,4628.94280132611,0,0,0,0,34,10
900554,400443.06,131077.98,105,400363.7065,131126.928,2565.13654271633,0,2565.13654271633,0,0,0,0,0,0
900964,400514.64,131211.87,105,400363.7065,131126.928,2271.81095916708,0,2271.81095916708,0,0,0,0,0,0
900965,400534.4672,131212.4591,105,400363.7065,131126.928,4009.61700049117,0,4009.61700049117,0,0,0,0,0,0
902263,400595.04,131003.04,105,400363.7065,131126.928,1758.59498926505,0,1758.59498926505,0,0,0,0,0,0
902349,400544.5766,130936.7904,105,400363.7065,131126.928,8370.27677466702,0,8370.27677466702,0,0,0,0,13,3
902648,400350.88,131300.87,105,400363.7065,131126.928,6305.54561966691,0,6305.54561966691,0,0,0,0,0,0
902734,400391.4385,131300.878,105,400363.7065,131126.928,1597.78812816067,0,1597.78812816067,0,0,0,0,0,0
902735,400446.09,131206.1601,105,400363.7065,131126.928,4097.20473204677,0,4097.20473204677,0,0,0,0,0,0
902978,400522.11,131071.5001,105,400363.7065,131126.928,3918.82202282651,0,3918.82202282651,0,0,0,0,0,0
903597,400239.69,131346.99,105,400363.7065,131126.928,7808.74242768275,0,7808.74242768275,0,0,0,0,0,0
903598,400255.26,131233.17,105,400363.7065,131126.928,6069.9709413138,0,6069.9709413138,0,0,0,0,10,0
903953,400442.21,131046.76,105,400363.7065,131126.928,2684.11945436194,0,2684.11945436194,0,0,0,0,0,0
905861,400346.73,131137.9,105,400363.7065,131126.928,3833.4643296772,0,3833.4643296772,0,46,0,0,10,0
906181,400400.35,131329.17,105,400363.7065,131126.928,8602.96449790304,0,8602.96449790304,0,0,0,0,0,0
906776,400602.5724,131074.1879,105,400363.7065,131126.928,6768.50306050251,0,6768.50306050251,0,0,0,0,0,0
907127,400351.14,130927.34,105,400363.7065,131126.928,5300.94086034482,0,5300.94086034482,0,0,0,0,4,7
907416,400299.5,130934.28,105,400363.7065,131126.928,5012.13575538666,0,5012.13575538666,0,0,1,0,24,13
912660,400348.4582,131207.9424,105,400363.7065,131126.928,3868.51778635994,0,3868.51778635994,0,0,0,0,10,0
801783,401407.3566,131005.5444,107,401363.7065,131126.928,28015.5183803472,0,28015.5183803472,0,9,10,7,42,14
803219,401196.8035,131373.7866,107,401363.7065,131126.928,3562.55279667667,0,3562.55279667667,0,0,0,0,1,1
803356,401395.1078,130895.2651,107,401363.7065,131126.928,4436.27066294736,0,4436.27066294736,0,9,0,2,28,13
804341,401458.4921,131126.6412,107,401363.7065,131126.928,16368.3268633972,0,16368.3268633972,0,2,3,3,46,9
804604,401228.1119,131308.5692,107,401363.7065,131126.928,16354.3738604073,0,16354.3738604073,0,0,0,0,2,2
805076,401601.3301,130970.7535,107,401363.7065,131126.928,14848.3685080463,0,14848.3685080463,0,30,0,1,33,5
814165,401465.624,130920.8414,107,401363.7065,131126.928,2570.99332194736,0,2570.99332194736,0,0,3,1,34,11
815433,401315.9924,131317.716,107,401363.7065,131126.928,6941.90533645303,0,6941.90533645303,0,0,0,0,5,10
815434,401515.4289,131228.4426,107,401363.7065,131126.928,3989.34976234129,0,3989.34976234129,0,0,1,0,22,0
815440,401523.1604,131317.6207,107,401363.7065,131126.928,2561.60879874805,0,2561.60879874805,0,9,0,0,23,0
815442,401588.3424,131355.921,107,401363.7065,131126.928,4730.98838121637,0,4730.98838121637,0,0,0,0,30,4
815444,401585.0817,131266.5644,107,401363.7065,131126.928,5340.58906751443,0,5340.58906751443,0,3,0,0,44,0
815445,401511.0325,131178.4546,107,401363.7065,131126.928,486.3012792821,0,486.3012792821,0,0,0,0,20,3
815446,401508.2119,131148.0073,107,401363.7065,131126.928,1888.20731741108,0,1888.20731741108,0,0,3,0,22,3
815448,401586.573,131170.0144,107,401363.7065,131126.928,5862.88641277626,0,5862.88641277626,0,2,0,0,50,1
815449,401503.3727,131093.2602,107,401363.7065,131126.928,1865.79122226323,0,1865.79122226323,0,0,0,0,35,4
815450,401494.648,130997.2468,107,401363.7065,131126.928,6096.63369644869,0,6096.63369644869,0,0,2,0,52,10
815453,401536.2858,131060.1528,107,401363.7065,131126.928,2663.21058383858,0,2663.21058383858,0,0,3,0,25,1
815454,401588.9808,131059.9831,107,401363.7065,131126.928,1140.32288098591,0,1140.32288098591,0,1,0,0,18,1
815456,401585.6285,131096.8816,107,401363.7065,131126.928,3745.17818857939,0,3745.17818857939,0,2,0,0,53,1
815549,401412.9726,131312.5677,107,401363.7065,131126.928,9587.21060581633,0,9587.21060581633,0,2,0,0,21,12
815550,401500.5485,131275.1759,107,401363.7065,131126.928,952.138258987575,0,952.138258987575,0,0,2,0,17,0
815552,401508.5163,131363.5994,107,401363.7065,131126.928,926.310266734282,0,926.310266734282,0,0,0,0,16,1
815553,401485.8699,131320.9442,107,401363.7065,131126.928,2411.9291313047,0,2411.9291313047,0,3,2,0,19,0
900145,401352,130879.55,107,401363.7065,131126.928,5178.75745609241,0,5178.75745609241,0,0,1,2,25,10
903138,401182.0717,131348.761,107,401363.7065,131126.928,24410.9080735403,0,24410.9080735403,0,0,0,0,1,0
903301,401438.19,130911.05,107,401363.7065,131126.928,2731.25365773893,0,2731.25365773893,0,0,0,3,25,11
903946,401277.6725,131272.8577,107,401363.7065,131126.928,31299.3607072278,0,31299.3607072278,0,0,0,1,31,10
905617,401511.4718,131183.5873,107,401363.7065,131126.928,2844.42149747737,0,2844.42149747737,0,1,0,0,27,3
905618,401505.8458,131122.6911,107,401363.7065,131126.928,1822.17998031497,0,1822.17998031497,0,1,0,0,28,3
906743,401492.99,130930.82,107,401363.7065,131126.928,8903.98796901768,0,8903.98796901768,0,0,0,0,25,4
907538,401352.35,131365.42,107,401363.7065,131126.928,5856.18661396005,0,5856.18661396005,0,7,0,8,9,1
907539,401519.2871,131273.3066,107,401363.7065,131126.928,1900.98712346355,0,1900.98712346355,0,1,0,0,23,0
907541,401527.0614,131361.9324,107,401363.7065,131126.928,1755.21006735244,0,1755.21006735244,0,0,0,0,16,1
907544,401510.5781,131173.3234,107,401363.7065,131126.928,1285.79017149965,0,1285.79017149965,0,0,0,0,28,3
907546,401500.7055,131063.8463,107,401363.7065,131126.928,3472.60289164647,0,3472.60289164647,0,0,1,1,58,10
907548,401571.9891,131058.2927,107,401363.7065,131126.928,2089.39794892675,0,2089.39794892675,0,0,1,0,41,1
907549,401605.8293,131062.7595,107,401363.7065,131126.928,2341.30693515506,0,2341.30693515506,0,0,2,0,28,1
907586,401481.7685,131276.622,107,401363.7065,131126.928,4788.85624027499,0,4788.85624027499,0,0,1,0,28,3
907598,401489.9712,131365.2663,107,401363.7065,131126.928,1801.18354545145,0,1801.18354545145,0,0,3,0,4,1
801013,401932.6359,131155.3913,108,401863.7065,131126.928,3741.52878714815,0,3741.52878714815,0,0,9,1,58,4
803741,401761.263,131038.1054,108,401863.7065,131126.928,5304.55408670903,0,5304.55408670903,0,3,0,0,16,3
804856,401839.3679,130997.5974,108,401863.7065,131126.928,9472.85152175569,0,9472.85152175569,0,3,0,0,38,4
805191,402006.6913,130921.7141,108,401863.7065,131126.928,3953.60470666033,0,3953.60470666033,0,0,0,2,2,1
808667,402071.3028,131148.3511,108,401863.7065,131126.928,18316.7237656405,0,18316.7237656405,0,8,0,0,108,15
808684,402044.0469,130974.3731,108,401863.7065,131126.928,7260.18445835543,0,7260.18445835543,0,0,0,1,55,7
813467,401818.3571,130902.015,108,401863.7065,131126.928,5130.55556249543,0,5130.55556249543,0,2,0,0,0,4
813556,401729.7355,130942.4314,108,401863.7065,131126.928,8079.24466531028,0,8079.24466531028,0,3,0,2,11,3
815293,402074.23,131290.4448,108,401863.7065,131126.928,15367.5105507004,0,15367.5105507004,0,2,12,3,99,7
815322,401930.0417,130945.3761,108,401863.7065,131126.928,7732.55838276203,0,7732.55838276203,0,7,2,0,29,3
815443,401650.3506,131306.0701,108,401863.7065,131126.928,3622.73573774544,0,3622.73573774544,0,0,0,0,53,2
815447,401651.7369,131223.4983,108,401863.7065,131126.928,3857.23392096481,0,3857.23392096481,0,0,0,0,50,0
815451,401674.5136,131138.2986,108,401863.7065,131126.928,5365.88773621085,0,5365.88773621085,0,0,0,1,51,0
815452,401698.7067,131050.6706,108,401863.7065,131126.928,3024.42563008782,0,3024.42563008782,0,0,1,0,21,1
815455,401646.9129,131075.9572,108,401863.7065,131126.928,3397.17582216459,0,3397.17582216459,0,0,0,0,31,3
815471,401814.825,131077.4923,108,401863.7065,131126.928,730.783888228435,0,730.783888228435,0,0,2,0,12,0
815472,401863.108,131126.5427,108,401863.7065,131126.928,6449.98168845606,0,6449.98168845606,0,0,0,1,63,1
815476,401702.7521,131347.4744,108,401863.7065,131126.928,4208.88190208788,0,4208.88190208788,0,0,2,0,40,3
815478,401766.1819,131285.923,108,401863.7065,131126.928,6535.19637269759,0,6535.19637269759,0,0,11,0,72,1
815479,401801.9059,131151.6027,108,401863.7065,131126.928,7049.93901829572,0,7049.93901829572,0,0,1,0,58,3
815482,401795.2891,131358.3545,108,401863.7065,131126.928,2988.68170160771,0,2988.68170160771,0,1,4,0,34,0
815484,401848.1239,131254.0975,108,401863.7065,131126.928,6174.00056570452,0,6174.00056570452,0,0,4,1,83,5
815486,401851.9934,131339.9275,108,401863.7065,131126.928,3154.69252573863,0,3154.69252573863,0,0,0,0,81,3
815487,401926.8621,131230.2345,108,401863.7065,131126.928,5875.21972847895,0,5875.21972847895,0,0,4,3,102,6
815488,402005.6429,131339.4705,108,401863.7065,131126.928,6411.40945785231,0,6411.40945785231,0,0,7,0,100,7
815489,401920.4291,131301.9549,108,401863.7065,131126.928,3601.40074919081,0,3601.40074919081,0,0,0,0,106,10
902040,402021.1095,130879.7407,108,401863.7065,131126.928,4496.53185602537,0,4496.53185602537,0,3,0,0,31,7
902113,401709.42,131011.3,108,401863.7065,131126.928,5011.29316512157,0,5011.29316512157,0,5,1,1,29,3
902114,401808.62,131072.22,108,401863.7065,131126.928,3055.69507626031,0,3055.69507626031,0,0,3,0,15,0
904051,401869.52,130922.73,108,401863.7065,131126.928,4605.34765720443,0,4605.34765720443,0,1,0,1,2,0
904168,401992.02,130963.6,108,401863.7065,131126.928,6853.71653214481,0,6853.71653214481,0,1,0,0,31,3
904649,401767.17,130881.36,108,401863.7065,131126.928,3488.63525303263,0,3488.63525303263,0,0,0,0,0,4
905535,401897.95,131176.21,108,401863.7065,131126.928,4074.35462118864,0,4074.35462118864,0,4,0,0,67,6
905616,402096.74,130981.19,108,401863.7065,131126.928,9160.67994366289,0,9160.67994366289,0,12,0,1,28,8
907369,401968.17,131137.64,108,401863.7065,131126.928,11909.8922094608,0,11909.8922094608,0,0,10,0,43,6
907542,401649.678,131350.4901,108,401863.7065,131126.928,2543.474537549,0,2543.474537549,0,0,0,2,31,1
907543,401651.0392,131261.6504,108,401863.7065,131126.928,3823.77536002239,0,3823.77536002239,0,0,0,0,43,0
907545,401660.885,131186.5139,108,401863.7065,131126.928,4425.14471448956,0,4425.14471448956,0,6,1,0,27,1
907547,401687.76,131089.9768,108,401863.7065,131126.928,3762.23993523691,0,3762.23993523691,0,0,1,0,32,1
907554,401820.93,131082.88,108,401863.7065,131126.928,3289.86231102323,0,3289.86231102323,0,0,1,0,12,1
907556,401755.6699,131352.8145,108,401863.7065,131126.928,2488.07744110318,0,2488.07744110318,0,0,1,0,44,0
907558,401782.3336,131220.1802,108,401863.7065,131126.928,6997.03526988332,0,6997.03526988332,0,5,1,0,65,2
907560,401833.3471,131370.5035,108,401863.7065,131126.928,3993.96439940351,0,3993.96439940351,0,0,1,0,58,2
907561,401882.5872,131320.8013,108,401863.7065,131126.928,3076.60372427729,0,3076.60372427729,0,8,0,2,39,1
907562,401958.1533,131282.8681,108,401863.7065,131126.928,5920.02806981441,0,5920.02806981441,0,6,8,4,95,6
801205,402130.0735,130896.0902,109,402363.7065,131126.928,7977.676919438,0,7977.676919438,0,2,3,4,49,4
802092,402242.053,131260.0432,109,402363.7065,131126.928,15938.3368249486,0,15938.3368249486,0,0,0,1,55,6
802239,402312.8221,131041.8842,109,402363.7065,131126.928,7802.43111218347,0,7802.43111218347,0,0,0,0,64,8
803193,402562.1782,131142.9312,109,402363.7065,131126.928,5207.98973569754,0,5207.98973569754,0,2,3,1,86,13
803457,402486.9962,131373.5592,109,402363.7065,131126.928,17887.2570870811,0,17887.2570870811,0,0,2,2,14,6
805485,402239.5797,131326.3647,109,402363.7065,131126.928,7242.03642857663,0,7242.03642857663,0,4,2,0,68,5
805920,402372.5887,131325.9283,109,402363.7065,131126.928,13388.665593035,0,13388.665593035,0,15,0,0,21,3
806817,402462.2289,130962.5076,109,402363.7065,131126.928,16646.2605659414,0,16646.2605659414,0,0,22,2,86,10
808941,402542.3934,131003.9815,109,402363.7065,131126.928,13706.8972944733,0,13706.8972944733,0,4,5,2,125,18
811092,402438.6645,131109.0854,109,402363.7065,131126.928,16463.3339546449,0,16463.3339546449,2,12,2,1,103,8
811097,402493.7252,131260.9635,109,402363.7065,131126.928,20301.8283022047,0,20301.8283022047,0,5,0,0,54,8
812059,402233.97,130879.2206,109,402363.7065,131126.928,3692.67744500672,0,3692.67744500672,0,0,5,0,58,7
813393,402263.9367,130963.0013,109,402363.7065,131126.928,6896.65701303023,0,6896.65701303023,0,2,5,1,18,4
814012,402184.7369,130991.403,109,402363.7065,131126.928,9253.34157904946,0,9253.34157904946,0,2,2,1,40,9
814926,402201.0415,131112.7946,109,402363.7065,131126.928,18555.2740613297,0,18555.2740613297,0,7,0,2,14,4
900448,402239.84,131374.32,109,402363.7065,131126.928,5668.74391689091,0,5668.74391689091,0,0,0,0,38,6
902041,402239.09,130911.73,109,402363.7065,131126.928,5016.00645867571,0,5016.00645867571,0,0,3,0,50,8
902501,402239.08,131278.43,109,402363.7065,131126.928,5286.22451804089,0,5286.22451804089,0,0,1,0,57,4
902573,402268.65,131018.7,109,402363.7065,131126.928,5614.29863755933,0,5614.29863755933,0,0,0,1,15,4
902574,402356.67,131065.69,109,402363.7065,131126.928,13140.2001722734,0,13140.2001722734,0,15,4,0,51,6
903118,402527.38,131135.36,109,402363.7065,131126.928,8311.67915364286,0,8311.67915364286,0,0,8,3,56,4
903119,402596.9,131150.84,109,402363.7065,131126.928,5832.21700724405,0,5832.21700724405,0,1,1,0,47,9
904663,402400.47,131354.91,109,402363.7065,131126.928,5841.74622299491,0,5841.74622299491,0,1,0,1,2,2
802424,402659.7704,131024.1432,110,402863.7065,131126.928,25558.593103859,0,25558.593103859,0,9,5,8,100,4
804155,402886.8672,131330.3309,110,402863.7065,131126.928,14443.8668632585,0,14443.8668632585,0,2,1,1,30,1
805881,402765.9194,131175.382,110,402863.7065,131126.928,21143.8927241227,0,21143.8927241227,0,4,5,0,30,10
811935,402632.7266,131158.298,110,402863.7065,131126.928,5868.40730905197,0,5868.40730905197,0,0,7,0,36,8
812382,402901.7114,131166.9402,110,402863.7065,131126.928,20912.1275200479,0,20912.1275200479,0,20,1,0,38,10
900287,402783.1201,131358.1689,110,402863.7065,131126.928,13364.8546062685,0,13364.8546062685,0,0,4,1,20,3
902738,402668.58,131165.62,110,402863.7065,131126.928,8609.126492679,0,8609.126492679,0,1,2,0,40,8
902739,402634.7,130900.6,110,402863.7065,131126.928,11552.5688402063,0,11552.5688402063,0,1,3,1,72,11
912765,402986.3102,131251.5469,110,402863.7065,131126.928,19304.7111168734,0,19304.7111168734,0,0,0,0,19,3
913300,402704.3713,131269.5186,110,402863.7065,131126.928,22009.7353445654,0,22009.7353445654,0,9,0,0,36,5
801702,401445.1509,131731.6991,120,401363.7065,131626.928,1004.414991169,0,1004.414991169,0,0,0,0,6,8
803413,401471.0932,131759.4048,120,401363.7065,131626.928,3659.02671470535,0,3659.02671470535,0,0,0,0,14,9
804400,401411.0615,131544.63,120,401363.7065,131626.928,9023.48798950366,0,9023.48798950366,0,9,0,4,3,1
804944,401489.2961,131854.9832,120,401363.7065,131626.928,9958.78551621306,0,9958.78551621306,0,5,2,0,11,3
806391,401535.2764,131621.8439,120,401363.7065,131626.928,22333.1977211873,0,22333.1977211873,0,0,1,0,3,7
807585,401316.2751,131535.1266,120,401363.7065,131626.928,9127.73907381498,0,9127.73907381498,0,1,0,0,9,6
808093,401246.4835,131440.246,120,401363.7065,131626.928,7315.79457211971,0,7315.79457211971,0,0,2,0,4,10
808478,401550.2045,131514.5001,120,401363.7065,131626.928,7177.84345223187,0,7177.84345223187,0,2,0,1,5,1
809637,401591.4188,131443.5294,120,401363.7065,131626.928,4393.27848250861,0,4393.27848250861,0,0,0,0,23,6
814269,401326.9893,131794.7196,120,401363.7065,131626.928,15043.1100058247,0,15043.1100058247,0,43,2,2,19,3
814416,401147.3894,131551.875,120,401363.7065,131626.928,22072.5690711337,0,22072.5690711337,0,5,1,0,4,2
815435,401386.7359,131398.6491,120,401363.7065,131626.928,5548.780216167,0,5548.780216167,0,0,1,0,5,9
815436,401479.6027,131441.9741,120,401363.7065,131626.928,3619.79428485516,0,3619.79428485516,0,0,0,0,12,1
815438,401530.8322,131404.831,120,401363.7065,131626.928,2903.64041545353,0,2903.64041545353,0,4,1,1,24,0
815551,401447.6975,131381.3359,120,401363.7065,131626.928,3278.51425828843,0,3278.51425828843,0,0,1,0,18,0
900525,401357.26,131583.78,120,401363.7065,131626.928,9719.3515237078,0,9719.3515237078,0,0,0,1,5,12
900526,401278.01,131483.22,120,401363.7065,131626.928,8462.94773762728,0,8462.94773762728,0,0,0,1,9,8
901567,401440.27,131741.92,120,401363.7065,131626.928,5820.45406643979,0,5820.45406643979,0,0,0,0,7,2
901568,401449.3426,131721.086,120,401363.7065,131626.928,2489.19089400266,0,2489.19089400266,0,2,5,8,1,1
903130,401218.74,131858.66,120,401363.7065,131626.928,21644.1313242878,0,21644.1313242878,0,0,3,2,15,8
903137,401214.46,131397.64,120,401363.7065,131626.928,5353.31890028124,0,5353.31890028124,0,0,0,1,2,0
904067,401497.7,131781.84,120,401363.7065,131626.928,15728.8527160522,0,15728.8527160522,0,0,2,1,9,0
905465,401465.38,131505.88,120,401363.7065,131626.928,6697.33123010082,0,6697.33123010082,0,0,0,0,2,5
907047,401534.48,131447.74,120,401363.7065,131626.928,3245.87908693499,0,3245.87908693499,0,0,0,0,5,2
907540,401427.437,131423.641,120,401363.7065,131626.928,4614.26166674931,0,4614.26166674931,0,0,1,0,6,4
913226,401460.12,131698.27,120,401363.7065,131626.928,9291.25565955719,0,9291.25565955719,0,0,0,0,10,14
913229,401273.0003,131665.9043,120,401363.7065,131626.928,25761.4258540639,0,25761.4258540639,0,0,0,0,19,14
801592,402106.0354,131537.2957,121,401863.7065,131626.928,3376.29538887141,0,3376.29538887141,0,0,1,0,26,8
804061,402061.1921,131599.3237,121,401863.7065,131626.928,11897.5479470507,0,11897.5479470507,0,0,1,2,13,5
807007,401769.6243,131825.8883,121,401863.7065,131626.928,42817.3252950551,0,42817.3252950551,0,0,0,0,28,2
809921,401647.7653,131486.7305,121,401863.7065,131626.928,5636.44930315433,0,5636.44930315433,0,0,0,0,22,7
812595,402060.9884,131524.4696,121,401863.7065,131626.928,571.200304810597,0,571.200304810597,0,0,0,0,20,2
815441,401648.9816,131394.3652,121,401863.7065,131626.928,3158.69983999855,0,3158.69983999855,0,0,1,1,30,5
815457,402110.5364,131475.9427,121,401863.7065,131626.928,3252.03209136033,0,3252.03209136033,0,2,2,0,43,6
815463,402022.3542,131526.3155,121,401863.7065,131626.928,2983.1959328239,0,2983.1959328239,0,1,2,2,36,2
815465,401967.3867,131593.6969,121,401863.7065,131626.928,28010.7230610078,0,28010.7230610078,0,1,0,0,43,4
815466,402106.8752,131413.3796,121,401863.7065,131626.928,5552.71648818471,0,5552.71648818471,0,6,8,2,81,4
815469,401962.4461,131529.8146,121,401863.7065,131626.928,336.766809471969,0,336.766809471969,0,0,0,0,7,0
815470,401974.8778,131530.9208,121,401863.7065,131626.928,316.783664773271,0,316.783664773271,0,0,0,0,2,0
815473,401698.8686,131433.7727,121,401863.7065,131626.928,4693.40916853553,0,4693.40916853553,0,0,0,0,38,6
